invoice_id,customer_id,amount,due_date,customer_historic_dso,customer_prior_disputes,customer_prior_writeoffs,po_mismatch_flag,partial_delivery_flag,customer_pays_after_day_of_month,email_opened,email_replied,is_msme_supplier,latent_cause,hidden_liquidity_day,hidden_ptp_will_promise,hidden_ptp_delay_days,hidden_optout_after_contacts,hidden_clue_noise
INV-0107,CUST-0107,301500.0,2026-05-27,98,0,1,False,False,5,False,False,True,CHRONIC,-1,True,17,3,False
INV-0108,CUST-0108,432700.0,2026-04-28,63,1,0,False,False,17,True,False,True,DISPUTE,-1,False,15,0,False
INV-0109,CUST-0109,43100.0,2026-04-10,57,0,0,False,False,23,True,False,True,FORGOTTEN,-1,False,7,0,True
INV-0110,CUST-0110,123500.0,2026-06-23,65,0,1,False,False,7,False,False,False,FORGOTTEN,-1,True,11,0,True
INV-0111,CUST-0111,44800.0,2026-06-03,46,1,0,False,False,15,True,False,False,FORGOTTEN,-1,True,16,0,False
INV-0112,CUST-0112,508300.0,2026-05-30,61,0,1,False,False,26,True,True,False,CASH_CRUNCH,58,True,21,0,False
INV-0113,CUST-0113,66600.0,2026-04-26,45,4,0,False,True,7,True,True,False,DISPUTE,-1,False,9,0,False
INV-0114,CUST-0114,245700.0,2026-05-19,66,2,1,True,True,4,True,True,True,DISPUTE,-1,True,17,0,False
INV-0115,CUST-0115,95600.0,2026-04-19,82,0,0,False,True,24,True,True,True,CHRONIC,-1,True,10,0,True
INV-0116,CUST-0116,110500.0,2026-04-26,76,0,0,False,False,17,True,False,False,CHRONIC,-1,True,20,0,False
INV-0117,CUST-0117,217100.0,2026-04-02,50,2,0,False,True,2,True,True,True,DISPUTE,-1,False,13,0,False
INV-0118,CUST-0118,31900.0,2026-05-16,44,0,0,False,False,2,True,False,True,FORGOTTEN,-1,True,20,0,False
INV-0119,CUST-0119,217300.0,2026-04-28,57,3,0,True,True,13,True,True,False,DISPUTE,-1,False,17,0,False
INV-0120,CUST-0120,125900.0,2026-04-27,50,0,0,False,False,26,True,True,False,CASH_CRUNCH,57,True,8,0,False
INV-0121,CUST-0121,33800.0,2026-06-08,48,3,0,True,True,15,True,True,True,DISPUTE,-1,False,16,2,False
INV-0122,CUST-0122,241400.0,2026-06-08,36,0,0,False,False,6,True,True,False,CASH_CRUNCH,50,True,11,0,True
INV-0123,CUST-0123,25600.0,2026-06-29,54,1,1,False,False,26,True,False,False,CASH_CRUNCH,64,True,20,0,False
INV-0124,CUST-0124,132200.0,2026-05-09,49,2,0,True,True,14,True,True,False,CHRONIC,-1,True,19,0,True
INV-0125,CUST-0125,131000.0,2026-05-31,48,0,0,False,False,1,True,False,False,FORGOTTEN,-1,True,9,0,False
INV-0126,CUST-0126,62800.0,2026-04-11,76,0,1,False,False,28,False,False,True,CHRONIC,-1,False,21,0,False
INV-0127,CUST-0127,57900.0,2026-04-17,73,0,0,False,False,23,False,False,False,CASH_CRUNCH,43,False,10,0,False
INV-0128,CUST-0128,55800.0,2026-06-01,49,2,1,False,True,17,False,False,True,DISPUTE,-1,False,8,0,False
INV-0129,CUST-0129,25000.0,2026-04-09,93,0,1,True,False,13,False,False,False,CHRONIC,-1,True,13,0,False
INV-0130,CUST-0130,98900.0,2026-04-23,81,0,2,False,False,19,False,False,False,CHRONIC,-1,True,12,0,False
INV-0131,CUST-0131,594500.0,2026-05-10,63,0,1,False,False,23,True,True,True,CASH_CRUNCH,70,False,17,0,False
INV-0132,CUST-0132,202100.0,2026-04-15,61,0,1,False,False,25,False,False,False,CASH_CRUNCH,56,True,20,0,False
INV-0133,CUST-0133,362700.0,2026-04-15,49,0,0,False,False,27,False,False,False,CASH_CRUNCH,62,True,18,0,False
INV-0134,CUST-0134,304200.0,2026-04-09,68,0,0,True,True,26,True,False,False,CASH_CRUNCH,49,True,18,0,False
INV-0135,CUST-0135,174500.0,2026-05-15,68,2,0,True,True,6,True,True,True,DISPUTE,-1,False,19,0,False
INV-0136,CUST-0136,166300.0,2026-04-19,66,2,0,False,False,15,True,False,True,DISPUTE,-1,True,15,0,False
INV-0137,CUST-0137,77200.0,2026-05-19,36,1,0,True,False,16,True,False,True,DISPUTE,-1,False,8,2,False
INV-0138,CUST-0138,187500.0,2026-06-22,66,1,0,False,False,27,False,False,True,CASH_CRUNCH,69,True,7,0,False
INV-0139,CUST-0139,139700.0,2026-05-11,89,0,0,False,False,26,True,True,False,CASH_CRUNCH,41,False,9,0,False
INV-0140,CUST-0140,18900.0,2026-05-24,45,0,0,False,False,11,True,False,True,FORGOTTEN,-1,True,19,0,False
INV-0141,CUST-0141,137300.0,2026-06-12,50,0,0,False,False,25,True,False,True,CASH_CRUNCH,58,False,12,0,False
INV-0142,CUST-0142,96800.0,2026-06-23,81,0,1,False,False,23,True,True,False,CASH_CRUNCH,43,True,19,0,False
INV-0143,CUST-0143,222000.0,2026-05-23,18,0,0,False,False,14,False,False,False,CHRONIC,-1,True,20,0,True
INV-0144,CUST-0144,67200.0,2026-04-05,70,0,0,False,False,20,True,True,False,CASH_CRUNCH,46,True,7,0,False
INV-0145,CUST-0145,25900.0,2026-04-02,103,2,2,False,False,28,False,False,False,CHRONIC,-1,True,20,0,False
INV-0146,CUST-0146,799100.0,2026-04-13,35,0,0,False,False,12,True,False,False,FORGOTTEN,-1,True,18,0,False
INV-0147,CUST-0147,293900.0,2026-06-26,115,0,2,False,False,17,False,False,False,CHRONIC,-1,False,8,0,False
INV-0148,CUST-0148,195200.0,2026-04-25,32,0,0,False,True,14,True,False,False,FORGOTTEN,-1,False,17,0,False
INV-0149,CUST-0149,217700.0,2026-05-21,56,2,0,True,False,7,True,True,False,DISPUTE,-1,False,9,3,False
INV-0150,CUST-0150,109600.0,2026-06-10,57,2,0,False,False,24,True,False,False,CASH_CRUNCH,61,True,9,0,False
INV-0151,CUST-0151,877300.0,2026-04-10,50,0,0,False,False,1,True,False,False,FORGOTTEN,-1,True,21,0,False
INV-0152,CUST-0152,91000.0,2026-05-13,77,0,0,False,True,25,True,False,True,CASH_CRUNCH,43,True,18,0,False
INV-0153,CUST-0153,195700.0,2026-05-05,65,0,0,False,False,1,True,True,False,DISPUTE,-1,False,19,4,False
INV-0154,CUST-0154,307500.0,2026-06-05,49,0,0,False,False,4,True,False,True,DISPUTE,-1,False,13,0,True
INV-0155,CUST-0155,26500.0,2026-04-21,48,1,0,False,False,14,True,True,False,FORGOTTEN,-1,True,19,0,False
INV-0156,CUST-0156,332800.0,2026-06-21,57,1,1,False,False,26,False,False,True,CHRONIC,-1,False,20,0,False
INV-0157,CUST-0157,50400.0,2026-05-17,24,0,0,False,False,9,False,False,True,FORGOTTEN,-1,True,17,0,False
INV-0158,CUST-0158,56700.0,2026-06-11,50,0,0,False,False,22,False,False,False,CASH_CRUNCH,49,True,20,0,False
INV-0159,CUST-0159,53500.0,2026-05-06,71,1,1,False,False,26,False,False,False,CASH_CRUNCH,46,True,20,0,False
INV-0160,CUST-0160,533200.0,2026-05-13,72,0,0,False,False,22,True,False,True,CASH_CRUNCH,52,True,8,0,False
INV-0161,CUST-0161,120500.0,2026-06-25,80,0,0,False,False,23,True,True,False,CASH_CRUNCH,47,True,9,0,False
INV-0162,CUST-0162,104200.0,2026-04-28,49,1,0,False,False,11,True,False,True,FORGOTTEN,-1,False,14,0,False
INV-0163,CUST-0163,102000.0,2026-04-02,66,0,0,False,False,4,True,False,False,FORGOTTEN,-1,False,13,0,False
INV-0164,CUST-0164,436900.0,2026-04-27,54,0,0,False,False,21,False,False,True,CASH_CRUNCH,52,True,17,0,False
INV-0165,CUST-0165,21500.0,2026-04-21,52,3,1,False,True,9,True,True,False,DISPUTE,-1,False,18,4,False
INV-0166,CUST-0166,348900.0,2026-05-16,58,1,0,False,False,27,False,False,False,DISPUTE,-1,True,15,2,True
INV-0167,CUST-0167,383100.0,2026-04-10,21,3,1,False,False,9,True,True,True,DISPUTE,-1,True,18,0,False
INV-0168,CUST-0168,83500.0,2026-05-23,55,0,1,False,False,24,False,False,False,CASH_CRUNCH,62,False,8,0,False
INV-0169,CUST-0169,46500.0,2026-06-18,120,1,1,False,False,17,False,False,True,CHRONIC,-1,True,17,2,False
INV-0170,CUST-0170,64200.0,2026-05-12,56,3,0,True,False,11,False,False,False,FORGOTTEN,-1,False,7,0,True
INV-0171,CUST-0171,313100.0,2026-05-23,65,5,0,True,False,7,True,True,False,DISPUTE,-1,False,13,0,False
INV-0172,CUST-0172,71600.0,2026-05-09,41,0,0,False,False,1,False,False,True,FORGOTTEN,-1,True,21,0,False
INV-0173,CUST-0173,71800.0,2026-04-23,62,1,0,True,False,6,True,True,True,DISPUTE,-1,False,20,3,False
INV-0174,CUST-0174,47400.0,2026-06-03,82,1,1,False,False,14,False,False,True,CHRONIC,-1,True,15,0,False
INV-0175,CUST-0175,103100.0,2026-06-29,117,2,2,False,False,4,False,False,False,CHRONIC,-1,True,13,0,False
INV-0176,CUST-0176,113600.0,2026-06-18,47,2,0,True,True,17,True,False,False,CASH_CRUNCH,67,True,7,0,True
INV-0177,CUST-0177,65200.0,2026-05-31,27,0,0,False,False,8,True,False,True,CASH_CRUNCH,58,False,20,0,True
INV-0178,CUST-0178,136300.0,2026-06-09,56,3,0,True,True,10,False,False,False,DISPUTE,-1,False,18,2,False
INV-0179,CUST-0179,55200.0,2026-05-24,52,0,0,False,False,21,False,False,True,CASH_CRUNCH,64,True,18,0,False
INV-0180,CUST-0180,119800.0,2026-04-16,67,0,2,False,False,12,False,False,True,CHRONIC,-1,True,19,0,False
INV-0181,CUST-0181,246600.0,2026-06-18,74,0,0,True,False,17,True,False,False,FORGOTTEN,-1,False,9,0,True
INV-0182,CUST-0182,92100.0,2026-06-07,53,1,1,False,False,25,True,False,False,CASH_CRUNCH,60,True,15,4,False
INV-0183,CUST-0183,694400.0,2026-04-25,74,3,0,True,True,7,True,True,False,DISPUTE,-1,False,18,3,False
INV-0184,CUST-0184,70900.0,2026-05-31,93,0,1,False,False,21,True,False,True,CHRONIC,-1,True,16,0,False
INV-0185,CUST-0185,500000.0,2026-05-16,68,1,3,False,False,22,False,False,False,CHRONIC,-1,True,13,3,False
INV-0186,CUST-0186,94500.0,2026-06-05,75,3,0,False,True,5,True,False,True,DISPUTE,-1,False,15,0,False
INV-0187,CUST-0187,168700.0,2026-05-06,68,1,0,False,False,15,True,True,False,DISPUTE,-1,False,18,0,False
INV-0188,CUST-0188,153400.0,2026-04-18,30,0,0,False,False,14,True,True,False,FORGOTTEN,-1,False,10,0,False
INV-0189,CUST-0189,77000.0,2026-05-27,47,0,0,False,False,26,True,False,True,CASH_CRUNCH,47,True,14,0,False
INV-0190,CUST-0190,80600.0,2026-04-22,47,0,0,False,False,11,True,True,True,FORGOTTEN,-1,True,9,0,False
INV-0191,CUST-0191,240100.0,2026-04-14,69,2,1,True,True,9,True,False,True,CHRONIC,-1,True,21,0,True
INV-0192,CUST-0192,53100.0,2026-06-24,62,0,0,False,False,2,True,False,False,FORGOTTEN,-1,True,8,0,True
INV-0193,CUST-0193,48100.0,2026-06-03,35,0,0,False,False,3,False,False,True,FORGOTTEN,-1,True,9,0,False
INV-0194,CUST-0194,155400.0,2026-06-05,75,0,0,False,False,27,True,True,True,CASH_CRUNCH,55,True,21,0,False
INV-0195,CUST-0195,62400.0,2026-06-08,60,0,0,False,False,22,True,True,False,CASH_CRUNCH,57,False,15,0,False
INV-0196,CUST-0196,58800.0,2026-04-14,54,0,0,False,False,25,True,False,True,CASH_CRUNCH,50,True,17,0,False
INV-0197,CUST-0197,106300.0,2026-05-02,38,0,0,False,False,3,False,False,True,FORGOTTEN,-1,True,9,0,False
INV-0198,CUST-0198,68700.0,2026-06-20,39,0,0,False,False,8,True,False,True,FORGOTTEN,-1,True,16,0,False
INV-0199,CUST-0199,49600.0,2026-04-08,104,0,5,False,True,8,True,False,True,CHRONIC,-1,True,19,2,False
INV-0200,CUST-0200,301700.0,2026-05-22,28,0,0,False,False,5,False,False,False,FORGOTTEN,-1,True,9,0,False
INV-0201,CUST-0201,47700.0,2026-05-27,51,1,0,True,True,13,True,True,True,DISPUTE,-1,False,7,0,False
INV-0202,CUST-0202,52700.0,2026-05-11,29,0,0,False,False,6,True,False,False,FORGOTTEN,-1,True,18,0,False
INV-0203,CUST-0203,233800.0,2026-05-20,62,0,0,False,True,5,False,False,True,DISPUTE,-1,False,14,0,False
INV-0204,CUST-0204,337500.0,2026-06-19,105,0,1,False,False,4,False,False,True,CHRONIC,-1,True,19,0,False
INV-0205,CUST-0205,77200.0,2026-05-17,82,0,1,False,False,15,False,False,True,CHRONIC,-1,True,20,0,False
INV-0206,CUST-0206,576200.0,2026-05-21,87,2,2,False,True,1,False,False,False,CHRONIC,-1,True,11,0,False
INV-0207,CUST-0207,71000.0,2026-06-18,53,0,0,False,False,26,True,False,True,CASH_CRUNCH,52,True,9,0,False
INV-0208,CUST-0208,48400.0,2026-06-26,57,0,1,False,False,27,False,False,False,CASH_CRUNCH,54,True,20,0,False
INV-0209,CUST-0209,139200.0,2026-06-16,60,0,0,False,True,24,True,False,False,CASH_CRUNCH,66,True,8,0,False
INV-0210,CUST-0210,186100.0,2026-05-17,48,1,0,False,False,2,True,False,True,FORGOTTEN,-1,True,15,0,False
INV-0211,CUST-0211,252200.0,2026-06-19,58,0,1,False,False,20,True,True,False,CASH_CRUNCH,52,True,20,0,False
INV-0212,CUST-0212,185700.0,2026-06-19,15,0,0,False,False,7,True,False,False,FORGOTTEN,-1,True,11,0,False
INV-0213,CUST-0213,650500.0,2026-04-02,59,4,0,True,False,7,True,False,False,DISPUTE,-1,False,7,0,False
INV-0214,CUST-0214,171800.0,2026-06-14,55,3,1,True,False,6,True,True,False,FORGOTTEN,-1,True,19,0,True
INV-0215,CUST-0215,127300.0,2026-05-01,68,6,0,False,True,18,True,True,False,DISPUTE,-1,False,19,0,False
INV-0216,CUST-0216,244800.0,2026-04-12,77,0,0,False,False,23,True,False,False,CASH_CRUNCH,58,True,17,0,False
INV-0217,CUST-0217,85700.0,2026-05-05,43,0,0,False,False,15,True,False,True,FORGOTTEN,-1,True,15,0,False
INV-0218,CUST-0218,51300.0,2026-05-24,57,0,0,True,False,20,True,False,False,CASH_CRUNCH,45,True,17,0,False
